gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,Yes,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card,88.80000305175781,4805.2998046875,False
Female,No,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.899999618530273,59.04999923706055,True
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,85.9000015258789,6110.75,False
Female,Yes,No,No,45,No,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.20000076293945,1596.5999755859375,False
Female,No,No,No,47,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.149999618530273,1046.199951171875,False
Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card,95.25,4424.2001953125,True
Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.29999923706055,92.75,False
Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.1500015258789,194.5500030517578,False
Female,No,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.0999755859375,False
Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,89.5999984741211,6127.60009765625,True
Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,95.19999694824219,6671.7001953125,False
Male,Yes,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card,94.80000305175781,5264.2998046875,False
Female,Yes,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.70001220703125,False
Male,No,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,76.0999984741211,4818.7998046875,False
Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.1500015258789,6448.0498046875,True
Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,115.55000305175781,7159.0498046875,False
Male,No,Yes,Yes,63,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card,24.649999618530273,1574.5,False
Female,No,No,No,53,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.599998474121094,2879.199951171875,False
Male,No,Yes,Yes,5,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.450000762939453,86.05000305175781,False
Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.19999694824219,4159.4501953125,False
Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,101.1500015258789,6638.35009765625,False
Female,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.79999923706055,3112.050048828125,False
Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4000015258789,7168.25,False
Female,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card,20.100000381469727,1326.25,False
Male,No,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card,60.70000076293945,2234.550048828125,False
Male,No,Yes,No,25,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer,20.950000762939453,495.1499938964844,False
Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,114.8499984741211,8317.9501953125,False
Female,No,No,No,36,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer,19.25,679.7999877929688,False
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.79999923706055,62.79999923706055,False
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544.0,False
Male,No,Yes,Yes,59,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.850000381469727,1188.25,False
Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7000122070312,True
Female,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,74.0999984741211,74.0999984741211,False
Female,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,False
Male,No,No,No,64,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.549999237060547,1240.1500244140625,False
Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer,68.80000305175781,4111.35009765625,False
Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,84.44999694824219,5899.85009765625,False
Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.9500122070312,True
Female,No,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,84.5,5193.2001953125,False
Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,111.19999694824219,7530.7998046875,False
Male,No,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95001220703125,True
Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,80.5999984741211,5460.2001953125,False
Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,80.69999694824219,1614.199951171875,False
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.5999984741211,402.5,False
Female,No,Yes,Yes,24,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.599998474121094,1367.75,False
Female,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.04999923706055,483.70001220703125,True
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,110.5999984741211,7962.2001953125,False
Female,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,58.20000076293945,3810.800048828125,False
Female,No,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.60009765625,False
Female,No,Yes,Yes,69,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,19.700000762939453,1396.9000244140625,False
Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,85.5999984741211,1345.550048828125,True
Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,59.54999923706055,1646.449951171875,False
Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,115.55000305175781,8127.60009765625,True
Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55000305175781,2680.14990234375,False
Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5999984741211,1281.0,True
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.19999694824219,1553.9000244140625,True
Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.6500015258789,3207.550048828125,True
Male,No,Yes,Yes,42,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,45.099998474121094,2049.050048828125,False
Male,No,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,70.94999694824219,3629.199951171875,False
Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55000305175781,5124.5498046875,True
Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55000305175781,3474.449951171875,True
Female,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card,20.899999618530273,202.3000030517578,False
Male,No,No,No,7,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.950000762939453,147.5,False
Female,No,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,24.600000381469727,86.3499984741211,False
Male,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.69999694824219,579.0,False
Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.450000762939453,19.450000762939453,True
Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.80000305175781,3131.550048828125,False
Male,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,65.8499984741211,3928.300048828125,False
Female,No,Yes,No,10,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,19.950000762939453,187.75,False
Female,No,Yes,No,71,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,24.649999618530273,1710.1500244140625,False
Female,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.350000381469727,76.3499984741211,True
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,True
Female,No,Yes,Yes,43,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,51.25,2151.60009765625,False
Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,99.5,5961.10009765625,True
Female,No,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.550048828125,False
Female,No,Yes,No,72,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,19.399999618530273,1496.449951171875,False
Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card,56.25,1292.199951171875,False
Female,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.149999618530273,25.149999618530273,False
Male,No,No,No,69,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,23.950000762939453,1713.0999755859375,False
Male,No,No,No,50,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.400001525878906,1748.9000244140625,False
Female,Yes,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.200000762939453,25.200000762939453,True
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.44999694824219,True
Female,No,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,75.3499984741211,1114.550048828125,False
Male,No,No,No,31,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,20.399999618530273,609.0999755859375,False
Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,105.0,7133.25,True
Male,No,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,54.70000076293945,169.4499969482422,True
Female,No,No,No,8,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.0,141.60000610351562,False
Male,No,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,73.05000305175781,4688.64990234375,False
Female,No,Yes,No,28,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.5,563.0499877929688,False
Female,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,100.75,5985.0,False
Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.5999755859375,True
Male,No,No,No,19,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,19.950000762939453,373.5,False
Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,857.2000122070312,True
Female,No,Yes,No,51,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.650001525878906,2553.35009765625,False
Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.6500015258789,4322.85009765625,False
Male,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,20.450000762939453,250.8000030517578,False
Male,No,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,60.95000076293945,4549.0498046875,False
Male,No,Yes,Yes,66,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,20.350000381469727,1359.5,False
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.3499984741211,1639.300048828125,True
Female,No,No,No,9,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19.5,178.85000610351562,False
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,75.19999694824219,633.8499755859375,False
Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,111.44999694824219,5315.10009765625,False
Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.1500015258789,735.5,False
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9000244140625,True
Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05000305175781,1290.0,True
Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.44999694824219,330.04998779296875,True
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.19999694824219,237.9499969482422,True
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,92.0,6474.39990234375,False
Female,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,85.5,4421.9501953125,False
Male,No,Yes,No,59,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,41.04999923706055,2452.699951171875,True
Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.5999984741211,813.8499755859375,True
Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.1500015258789,4904.85009765625,False
Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4000015258789,4484.0498046875,False
Female,No,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.900001525878906,2033.8499755859375,False
Female,No,No,No,27,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,20.25,538.2000122070312,False
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.19999694824219,79.19999694824219,True
Male,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.30000305175781,2192.89990234375,False
Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.850000381469727,19.850000381469727,False
Male,No,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.3499984741211,3858.050048828125,False
Female,No,Yes,Yes,39,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,19.850000381469727,854.7999877929688,False
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.3999938964844,True
Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,82.30000305175781,5815.14990234375,False
Female,No,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,66.80000305175781,3970.39990234375,False
Female,No,No,No,70,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,44.599998474121094,3058.14990234375,False
Male,No,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,98.44999694824219,6145.2001953125,False
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.69999694824219,129.1999969482422,False
Female,No,Yes,Yes,46,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Mailed check,24.950000762939453,1165.9000244140625,False
Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,49.95000076293945,49.95000076293945,True
Female,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,True
Female,No,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,102.5,4904.25,False
Male,No,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,86.55000305175781,5632.5498046875,False
Male,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,24.299999237060547,1643.25,False
Female,No,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,58.349998474121094,740.5499877929688,False
Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.550048828125,True
Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card,68.75,4888.2001953125,False
Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.80000305175781,2440.25,False
Male,No,Yes,Yes,33,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card,20.100000381469727,620.5499877929688,False
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.350000381469727,20.350000381469727,False
Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.80000305175781,6840.9501953125,False
Male,No,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.199951171875,True
Female,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,100.05000305175781,6254.2001953125,True
Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,82.8499984741211,319.6000061035156,False
Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.3499984741211,1938.050048828125,False
Female,No,Yes,Yes,14,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.549999237060547,294.5,False
Male,No,No,Yes,3,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.950000762939453,58.29999923706055,False
Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,99.80000305175781,442.8500061035156,True
Female,No,No,Yes,18,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,True
Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.4500122070312,False
Female,No,No,No,35,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,23.299999237060547,797.0999755859375,False
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,True
Male,No,No,Yes,66,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card,25.299999237060547,1673.800048828125,False
Male,No,No,Yes,8,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.54999923706055,343.45001220703125,False
Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,104.0999984741211,7412.25,False
Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,92.55000305175781,4039.0,False
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.8499984741211,170.85000610351562,True
Male,Yes,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,101.44999694824219,2948.60009765625,False
Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.30000305175781,1308.4000244140625,True
Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,94.55000305175781,6078.75,False
Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.199951171875,False
Male,No,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card,100.30000305175781,6603.7998046875,False
Female,No,Yes,Yes,58,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,55.5,3166.89990234375,False
Female,Yes,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,49.849998474121094,865.75,False
Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,89.55000305175781,6373.10009765625,False
Male,No,Yes,Yes,63,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,19.149999618530273,1177.050048828125,False
Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.80000305175781,5985.75,False
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,84.4000015258789,732.5,True
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,113.05000305175781,7869.0498046875,False
Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0999984741211,1504.050048828125,True
Female,No,No,Yes,48,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.950000762939453,936.7000122070312,False
Male,No,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.1500015258789,741.4000244140625,False
Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2001953125,False
Male,Yes,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.8499984741211,3122.39990234375,False
Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45000076293945,50.45000076293945,True
Male,No,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,24.450000762939453,1088.25,False
Female,No,No,No,23,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Credit card,24.799999237060547,615.3499755859375,False
Female,No,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,64.8499984741211,2908.199951171875,False
Male,No,No,No,35,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,20.75,739.9000244140625,False
Male,No,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.94999694824219,593.8499755859375,False
Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.94999694824219,1132.75,True
Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,109.4000015258789,7227.4501953125,False
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4000015258789,193.60000610351562,True
Male,No,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.3499755859375,False
Female,No,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.550048828125,False
Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,75.55000305175781,349.6499938964844,True
Male,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card,19.899999618530273,153.9499969482422,False
Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,97.80000305175781,5458.7998046875,False
Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.30000305175781,5244.4501953125,False
Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.79999923706055,154.5500030517578,False
Male,No,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.1500015258789,4507.14990234375,False
Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55000305175781,2031.949951171875,False
Male,No,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.04999923706055,50.04999923706055,False
